Title,Company,Experience,Location,Tags,Ratings,Reviews,Salary,Job_Type,Posted,Min_Exp_Needed,Max_Exp_Needed,Min_Salary,Max_Salary,Avg_Sal
Hiring For Automation & AI Administrator,Lorven Technologies Private Limited,6-11 Yrs,"Kolkata, Chandigarh, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi, Mumbai ","MCA,MCSE,CCNP,Wintel,IIS,DNS,Artificial Intelligence,Azure",,,"1,75,000 - 2,00,000",,4 ,6,11,175000.0,200000.0,187500.0
Architect - AI/ML - Only Immediate Joiners,Hire Resources,12-16 Yrs,"Gurugram, Bengaluru","C#,Architect,Solution Design,AWS,Java,Python,AI,ML",,,,PREMIUM,8 ,12,16,,,
Hiring For Backend Tech Lead_Leading Furniture Company_Bangalore,Afflatus Hr Services Pvt. Ltd.,7-12 Yrs,Bengaluru,"spring,Information Architecture,junit,java,restful,Artificial Intelligence,Go,api",,,"20,00,000 - 35,00,000",PREMIUM,8 ,7,12,2000000.0,3500000.0,2750000.0
Information Security Consultant,Angel & Genie,5-10 Yrs,Bengaluru,"IT services,Patch management,Data analysis,Cisa,Information security,Wordpress,Consulting,Incident management",,,,,30+ ,5,10,,,
Analytics Manager,ExecBoardinAsia,5-10 Yrs,Bengaluru,"Data analysis,Channel marketing,Data management,Analytical,Test design,Manager Quality Control,Subject Matter Expert,Marketing research",,,,PREMIUM,30+ ,5,10,,,
Customer Experience Deployment Manager,SAVIYNT INDIA PRIVATE LIMITED,5-8 Yrs,Bengaluru,"Product Management,Program Management,Identity Access Management,Customer Experience,Risk Analytics,Data Analysis,Customer Engagement,Professional Services",3.2,7.0,,HOT JOB,27 ,5,8,,,
Azure Analytics Architect,Speridian Technologies Pvt Ltd,15-16 Yrs,Bengaluru,"data cleansing,Data analysis,Project management,SSRS,OLAP,Stored procedures,SSIS,microsoft",3.6,84.0,,PREMIUM,27 ,15,16,,,
US Mortgage Underwriter,PrivoCorp,1-3 Yrs,Bengaluru,"Loans,SAN,Data analysis,PDF,Mortgage,Underwriting,SOC,SMS",4.4,3.0,,,27 ,1,3,,,
Implementation Consultant - Optimization,Adjust,1-3 Yrs,Bengaluru,"Accounts Manager Sales,Health insurance,Mobile marketing,Data analysis,Marketing analytics,Incharge,data science,Automation tools",,,,,27 ,1,3,,,
Assistant Manager - Control Tower,Supr Infotech Solutions Pvt Ltd,1-3 Yrs,Bengaluru,"Excel,Problem Solving,Data Analysis,Root Cause,Performance Reporting,warehouse,Supply Chain,Stakeholder Management",3.7,16.0,"5,00,000 - 7,00,000",HOT JOB,27 ,1,3,500000.0,700000.0,600000.0
Urgent Openings For Multiple technical Position_Gurgaon_Bangalore,aLishia Talent Management Pvt Ltd,2-7 Yrs,"Gurugram, Bengaluru, Delhi","IT Skills,Python,Data Science,DevOps,MS SQL,Jenkins,AWS,C++",,,"2,00,000 - 7,00,000",HOT JOB,27 ,2,7,200000.0,700000.0,450000.0
Immediate Openings For SAP PLM Consultant,Entune IT Consulting Private Limited,3-8 Yrs,Bengaluru,"Analysis,Development,SAP PLM",2.5,10.0,,HOT JOB,27 ,3,8,,,
Bd Executive,AI Soft Technologies,4-7 Yrs,Bengaluru,"Help Desk,Customer Service,data analysis,customer relationship,access controls,Telephony support,Asset Management,Vendor Management",2.4,13.0,,,30+ ,4,7,,,
Manager - Quality Assurance,HR Central,5-10 Yrs,Bengaluru,"HVAC,Manager Quality Assurance",,,,PREMIUM,30+ ,5,10,,,
Associate / VP,Phenom Placement Consultancy,4-6 Yrs,Bengaluru,"System architecture,remediation,Data analysis,Risk assessment,Associate Vice President,Investment banking,Information technology,Financial services",5.0,6.0,,,30+ ,4,6,,,
Associate,Phenom Placement Consultancy,4-6 Yrs,Bengaluru,"Data analysis,Automation,Data modeling,Analytical,Risk assessment,data integrity,QlikView,Financial services",5.0,6.0,,,30+ ,4,6,,,
Unicorn Whisperers,TechSorted,3-6 Yrs,Bengaluru,"Automation,UX,Email,Linux,Unicorn Whisperers,Selenium,Open source,Ruby",,,,,30+ ,3,6,,,
Oracle ASCP functional consultant,Squircle IT Consulting Services Pvt Ltd,6-11 Yrs,Bengaluru,"Technical product configuration,c++,C,design,MySQL,JavaScript,integration PHP,HTML",,,,,30+ ,6,11,,,
SAP Portal Architecture,Accenture Solutions Pvt Ltd,6-8 Yrs,Bengaluru,"IT Skills,Java,Testing,Cloud,HTML,SAP,Business process,Architecture",4.0,18304.0,,PREMIUM,28 ,6,8,,,
SAP Portal Architecture,Accenture Solutions Pvt Ltd,4-6 Yrs,Bengaluru,"Java,SAP CDC,SAP,Rest APIs,SAP Portal Architecture,communication,HTML,SAP Customer Data Cloud",4.0,18304.0,,PREMIUM,28 ,4,6,,,
SAP FI CO Finance,Accenture Solutions Pvt Ltd,12-15 Yrs,Bengaluru,"SAP FICO,SAP FI CO Finance,Analytical,SAP ECC,Communication,IT Skills,SAP,Business process",4.0,18304.0,,PREFERRED,28 ,12,15,,,
Maximo,Accenture Solutions Pvt Ltd,12-15 Yrs,Bengaluru,"Maximo,Project management,Business process,Data migration,Consulting,Relationship,Manager Technology,professional services",4.0,18304.0,,PREFERRED,28 ,12,15,,,
Product Manager - Fraud & Risk,Tata Unistore,5-7 Yrs,"Mumbai, Bengaluru","Product management,Accessories,Digital media,Data analysis,Product planning,Agile,Operations,Fraud detection",3.9,14.0,,PREMIUM,28 ,5,7,,,
Hiring Leaders #Digital Marketing Analytics##Sr.Manager#Decision maker,Mount Talent Consulting Private Limited,6-11 Yrs,"Gurugram, Bengaluru, Mumbai ","analytics,Marketing Analytics,Model Development,Validation,python,NLP,Statistical Modeling,Regression",,,,PREMIUM,20 ,6,11,,,
Senior Associate HR (Comp & Ben),BVR People Consulting,7-10 Yrs,Bengaluru,"Rewards,HR,Employee Benefits,Comp",,,"11,00,000 - 12,00,000",HOT JOB,26 ,7,10,1100000.0,1200000.0,1150000.0
Senior Architect | 10-15 Years | SQL / BI / AI Analytics | Bangalore,PROWESS India Consulting Services,10-15 Yrs,"Chennai, Bengaluru","PL / SQL,Azure,SQL BI,Bi,BI Power,BI Architect,SQL Server,Reporting stack setup",,,,PREFERRED,30+ ,10,15,,,
Hiring For Sr. Project Manager RPA & AI,Lorven Technologies Private Limited,15-24 Yrs,"Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi, Mumbai ","BPM,Chatbot,RPA,IT Skills,Team Management,Global Program Management,Process Discovery,SDLC",,,"8,00,000 - 10,00,000",,8 ,15,24,800000.0,1000000.0,900000.0
Senior Product Manager,Inflexon Point,5-8 Yrs,Bengaluru,"IT Skills,Testing,Data Science,Cloud,Product Management,Business Analyst,HCM,Business Solution",,,,PREMIUM,17 ,5,8,,,
Big Data (Data Analysis) Developer,Allegis Services India Pvt. Ltd.,5-10 Yrs,Hyderabad,"hive,Application design,Data analysis,Agile scrum,XML,oozie,test driven development,big data",3.7,212.0,,HOT JOB,13 ,5,10,,,
Big Data (Data Analysis) Developer,Allegis Services India Pvt. Ltd.,5-7 Yrs,Hyderabad,"hive,Data analysis,Staffing,IT support,network services,sqoop,big data,Data warehousing",3.7,212.0,,HOT JOB,13 ,5,7,,,
4-7 yrs exp Business Analyst with CBAP & Scrum certification-Bangalore,Team Hire staffing services pvt ltd,4-9 Yrs,Bengaluru,"SPSS,SQL,SAP tech,AWS,R,SAP,SAS,SQL tech",,,"15,00,000 - 20,00,000",,0 ,4,9,1500000.0,2000000.0,1750000.0
Business Analyst - E Commerce - Bangalore,Hikaho System Private limited,1-4 Yrs,Bengaluru,"stastic,Root Cause Analysis,Tableau,Analytics,Business Analysis,SQL",,,"11,00,000 - 17,00,000",PREMIUM,6 ,1,4,1100000.0,1700000.0,1400000.0
Credit Risk / Policy Analyst - Bangalore,Benchire,2-5 Yrs,Bengaluru,"Credit Analyst,Credit Life Cycle Management,Credit Underwriting,Retail Credit Risk,Credit Scoring,Retail Loan Lending,Credit Risk,Credit Policy",,,,PREMIUM,4 ,2,5,,,
Data Scientist/Data Engineer,Wolters Kluwer Financial Services,3-7 Yrs,Pune,"C++,Data analysis,Agile,Workflow,Healthcare,Oracle,Open source,SQL",3.6,80.0,,PREMIUM,30+ ,3,7,,,
Data Scientist - Python/Big Data/Azure Cognitive Services,EsoTeky Solutions Private Limited,5-10 Yrs,Hyderabad,"IT Skills,Python,Machine Learning,Cloud,Big Data,Azure,Data Science,R",,,,PREMIUM,20 ,5,10,,,
Mindtree hiring For Business Analyst with Healthcare Domain_ Hyderabad,PRIMUS Global Technologies Private Limited,7-12 Yrs,"Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi, Mumbai ",Business Analysis,,,"13,00,000 - 23,00,000",PREMIUM,4 ,7,12,1300000.0,2300000.0,1800000.0
Data Scientist,Headhunter,5-9 Yrs,Pune,"R,Python,Financial Services,IT Skills,Machine Learning,Cloud,Project Management,Big Data",,,"14,00,000 - 24,00,000",HOT JOB,1 ,5,9,1400000.0,2400000.0,1900000.0
Head - Data Engineering & Analytics,K & R Enterprises,6-11 Yrs,"Noida, Mumbai","IT Skills,Python,Testing,Data Science,Machine Learning,Performance Testing,Big Data,data modeling",5.0,3.0,,PREMIUM,20 ,6,11,,,
Data Integration Lead,Hexaware Technologies Ltd.,9-12 Yrs,Chennai,"ETL,Informatica Power center,root analysis,PL / SQL,Data Warehousing,Data Analysis,Data Requirement analysis,communication",3.4,1647.0,,,0 ,9,12,,,
Big Data Lead,Hexaware Technologies Ltd.,9-12 Yrs,"Mumbai, Pune, Chennai","IT Skills,Python,Cloud,Big Data,AWS,NoSQL,PDF,Coding",3.4,1647.0,,,0 ,9,12,,,
Data Engineer - Hadoop/Spark,Astegic,5-7 Yrs,Anywhere,"IT Skills,Java,Python,Cloud,Project Management,Big Data,AWS,AWS Lambda",2.9,22.0,,HOT JOB,30+ ,5,7,,,
Specialist Technical Data - SSW,Shell India Markets Private Limited,2-7 Yrs,Chennai,"Data analysis,Data management,HP data protector,Asset management,Risk management,Continuous improvement,Technical support,Downstream",4.1,668.0,,,1 ,2,7,,,
Data Scientist (Predictive Analytics),AVE-Promagne,2-4 Yrs,Chennai,"R,SAS,machine learning,Data Quality Analysis,Alteryx,Power BI,Qlickview,GARCH modeling",,,,HOT JOB,18 ,2,4,,,
Data Scientist,Fractal Analytics,3-7 Yrs,Mumbai,"Supply chain management,Linux,RF,RDBMS,Bfsi,Consulting,Data structures,Healthcare",3.9,97.0,,PREMIUM,20 ,3,7,,,
Data Engineering Application Developer,Accenture Solutions Pvt Ltd,6-8 Yrs,Pune,"Business process,Software design,spark,Data modeling,Consulting,SCALA,Manager Technology,Data structures",4.0,18304.0,,PREFERRED,29 ,6,8,,,
Data Engineer - Cloud Platform,Aryng,5-9 Yrs,Anywhere,"Big Data technologies,Azure,Airflow,distributed data engineering,data management,cloud data engineer,Tableau,Hadoop",,,,PREMIUM,29 ,5,9,,,
Data Engineer - Snowflake,ServiceNow,6-11 Yrs,Hyderabad,"IT Skills,Python,Cloud,Oracle,Big Data,SAP,Azure,Computer science",4.3,24.0,,PREMIUM,30+ ,6,11,,,
Data Engineering Application Developer,Accenture Solutions Pvt Ltd,2-4 Yrs,Pune,"StreamSets,written communication,verbal,Data Engineering,analytical,Accenture Delivery Methods,Business process,Analytical skills",4.0,18304.0,,PREMIUM,30+ ,2,4,,,
Data Engineering Application Developer,Accenture Solutions Pvt Ltd,8-10 Yrs,Chennai,"Business process,Software project,Project development,Oracle SQL,Db2,Consulting,Gap analysis,Management",4.0,18304.0,,PREMIUM,30+ ,8,10,,,
Data Engineer,Valence Health,3-8 Yrs,Pune,"Computer science,github,Claims,Linux,Agile,MongoDB,Windows,Information technology",,,,,30+ ,3,8,,,
Staff Data Engineer,ServiceNow,5-10 Yrs,Hyderabad,"IT Skills,Java,Python,Javascript,Big Data,Tableau,Azure,Computer science",4.3,24.0,,PREMIUM,30+ ,5,10,,,
Data Engineering Application Developer,Accenture Solutions Pvt Ltd,4-6 Yrs,Hyderabad,"Azure data,Microsoft Azure PaaS,presentation,ExpertSSIS,Microsoft Azure Data Services,Azure Data Factory,T - SQL,Azure API",4.0,18304.0,,PREMIUM,30+ ,4,6,,,
Lead BI Data Engineer,Skillsoft,8-11 Yrs,Hyderabad,"github,SAS,Agile,Stored procedures,SSIS,JIRA,Information technology,Operations",,,,PREMIUM,30+ ,8,11,,,
Data Engineer,Goals101 Data Solutions Pvt Ltd,3-7 Yrs,Delhi,"Senior Data Engineer,Java,Airflow,HDFS,Parquet,Hadoop,AWS,MySOL",4.0,2.0,,PREMIUM,16 ,3,7,,,
BI Data Engineer,Skillsoft,1-6 Yrs,Hyderabad,"Cloud computing,Leadership development,Organizational development,Agile,data visualization,SSIS,Open source,Reporting tools",,,,PREMIUM,20 ,1,6,,,
Manager - Data Engineering,Skillsoft,3-8 Yrs,Hyderabad,"Cloud computing,Data analysis,Analytical,Agile,data visualization,SSIS,Open source,infrastructure services",,,,PREMIUM,21 ,3,8,,,
Data Engineer (Work from Home During this Pandemic),Aspire Software Solutions,5-8 Yrs,"Ahmedabad, Gujarat","Postgres,BI,communication,Java,SQL,NoSQL,data visualization,written",5.0,7.0,,PREMIUM,22 ,5,8,,,
Data Scientist,Efftronics Systems Pvt. Ltd.,5-10 Yrs,mangalagiri,"Computer science,Data analysis,C++,Statistical analysis,Data collection,Agile,Predictive modeling,Data mining",3.6,127.0,,,30+ ,5,10,,,
Data Scientist,KBR,5-10 Yrs,Pune,"Budgeting,Supervision",4.3,156.0,,,30+ ,5,10,,,
AI- Cogito | Data Engineer,AI-COGITO INDIA PRIVATE LIMITED,6-11 Yrs,Pune,"Data Services,ETL,AWS,Jenkins,Java,CI/CD Pipelines,Data Engineering,Software Engineering",,,"5,50,000 - 15,50,000",HOT JOB,7 ,6,11,550000.0,1550000.0,1050000.0
Data Scientist,Fractal Analytics,3-7 Yrs,Mumbai,"Solution architecture,Cloud computing,Publishing,data science,Business strategy,cxo,Client management,Secondary research",3.9,97.0,,,30+ ,3,7,,,
Data Scientist Engineer,Netcore Solutions Pvt Ltd,3-6 Yrs,Mumbai,"C++,Automation,Linux,Project management,MySQL,Javascript,PHP,Data structures",3.6,59.0,,,30+ ,3,6,,,
Editorial Research Assistant,SPI technologies india private limited,0-5 Yrs,"Puducherry, Chennai","Public Health,peer review,PubMed indexed,Epidemiology",3.7,491.0,,HOT JOB,15 ,0,5,,,
Data Engineer,Valence Health,3-8 Yrs,Pune,"Computer science,github,Claims,Linux,Agile,MongoDB,Windows,Information technology",,,,,30+ ,3,8,,,
Staff Data Engineer,ServiceNow,5-10 Yrs,Hyderabad,"IT Skills,Java,Python,Javascript,Big Data,Tableau,Azure,Computer science",4.3,24.0,,PREMIUM,30+ ,5,10,,,
Data Engineering Application Developer,Accenture Solutions Pvt Ltd,4-6 Yrs,Hyderabad,"Azure data,Microsoft Azure PaaS,presentation,ExpertSSIS,Microsoft Azure Data Services,Azure Data Factory,T - SQL,Azure API",4.0,18304.0,,PREMIUM,30+ ,4,6,,,
Lead BI Data Engineer,Skillsoft,8-11 Yrs,Hyderabad,"github,SAS,Agile,Stored procedures,SSIS,JIRA,Information technology,Operations",,,,PREMIUM,30+ ,8,11,,,
Data Engineer,Goals101 Data Solutions Pvt Ltd,3-7 Yrs,Delhi,"Senior Data Engineer,Java,Airflow,HDFS,Parquet,Hadoop,AWS,MySOL",4.0,2.0,,PREMIUM,16 ,3,7,,,
BI Data Engineer,Skillsoft,1-6 Yrs,Hyderabad,"Cloud computing,Leadership development,Organizational development,Agile,data visualization,SSIS,Open source,Reporting tools",,,,PREMIUM,20 ,1,6,,,
Manager - Data Engineering,Skillsoft,3-8 Yrs,Hyderabad,"Cloud computing,Data analysis,Analytical,Agile,data visualization,SSIS,Open source,infrastructure services",,,,PREMIUM,21 ,3,8,,,
Data Engineer (Work from Home During this Pandemic),Aspire Software Solutions,5-8 Yrs,"Ahmedabad, Gujarat","Postgres,BI,communication,Java,SQL,NoSQL,data visualization,written",5.0,7.0,,PREMIUM,22 ,5,8,,,
Data Scientist,Efftronics Systems Pvt. Ltd.,5-10 Yrs,mangalagiri,"Computer science,Data analysis,C++,Statistical analysis,Data collection,Agile,Predictive modeling,Data mining",3.6,127.0,,,30+ ,5,10,,,
Data Scientist,KBR,5-10 Yrs,Pune,"Budgeting,Supervision",4.3,156.0,,,30+ ,5,10,,,
AI- Cogito | Data Engineer,AI-COGITO INDIA PRIVATE LIMITED,6-11 Yrs,Pune,"Data Services,ETL,AWS,Jenkins,Java,CI/CD Pipelines,Data Engineering,Software Engineering",,,"5,50,000 - 15,50,000",HOT JOB,7 ,6,11,550000.0,1550000.0,1050000.0
Data Scientist,Fractal Analytics,3-7 Yrs,Mumbai,"Solution architecture,Cloud computing,Publishing,data science,Business strategy,cxo,Client management,Secondary research",3.9,97.0,,,30+ ,3,7,,,
Data Scientist Engineer,Netcore Solutions Pvt Ltd,3-6 Yrs,Mumbai,"C++,Automation,Linux,Project management,MySQL,Javascript,PHP,Data structures",3.6,59.0,,,30+ ,3,6,,,
Editorial Research Assistant,SPI technologies india private limited,0-5 Yrs,"Puducherry, Chennai","Public Health,peer review,PubMed indexed,Epidemiology",3.7,491.0,,HOT JOB,15 ,0,5,,,
HR Trainee,Kiswok Industries Pvt. Ltd.,0-1 Yrs,Howrah,"Back Office,Data Analysis,Data Processing,Pivot Table,Email Support,Excel,Conditional Formatting,Data Entry Operation",3.5,115.0,"1,25,000",,17 ,0,1,125000.0,125000.0,125000.0
Android Application Developer,HN Web Marketing Pvt Ltd,0-2 Yrs,Pune,"Android development,Kotlin,UI / UX development,analytical,Flutter,Android Studio,UI testing,IT Skills",3.0,17.0,"2,00,000 - 3,25,000",,18 ,0,2,200000.0,325000.0,262500.0
Android Mobile Application Developer,BSD Infotech Pvt. Ltd.,0-3 Yrs,Delhi,"Android SDK,OOPs,Android Studio,Java,SQLite,IT Skills,API Testing,Eclipse IDE",5.0,6.0,"50,000 - 3,00,000",,28 ,0,3,50000.0,300000.0,175000.0
Urgent Openings For IT fresher’s,PAGE ONE IT SOLUTIONS PRIVATE LIMITED,0-0 Yrs,Hyderabad,"Java,Angularjs,CSS,SAP,Artificial Intelligence,Software Testing,Oracle DBA,Pega",,,"3,25,000 - 4,50,000",,6 ,0,0,325000.0,450000.0,387500.0
"EPI Abstraction - Be(CSE), Be(EEE), Be(IE), Be(Metallurgy)",Clarivate Analytics India Private Limited,0-3 Yrs,"Salem, Chennai, Coimbatore","verbal communication,Excel,PowerBI,written,Communication Skills,Flexible,Time Management,Line Management",3.9,98.0,,HOT JOB,15 ,0,3,,,
Dot Net Developer - Leading IT company (work from Home),Hire Freeze Manpower Solution,3-5 Yrs,"Noida, Hyderabad, Pune, Gurugram, Bengaluru, Mumbai ","Dot net,Dotnet,SQL Server,Angular,HTML5,REST,RPC,Java script",,,"4,00,000 - 6,00,000",,4 ,3,5,400000.0,600000.0,500000.0
Data Analyst- O2C (FMCG/CPG industry Preferred)- Night Shift,GENPACT India Private Limited,1-2 Yrs,Noida,"O2C,ERP,Data Analysis,Cpg,FMCG",4.0,10625.0,"2,25,000 - 3,75,000",PREFERRED,12 ,1,2,225000.0,375000.0,300000.0
Big Data Analysis Tool and Techniques Digital Data Engineering,Accenture Solutions Pvt Ltd,8-10 Yrs,Gurugram,"Data analysis,Interpersonal skills,MS SQL,GIT,big data analytics,Consulting,Agile,professional services",4.0,18304.0,,PREFERRED,1 ,8,10,,,
Big Data Analysis Tool and Techniques Digital Data Engineering,Accenture Solutions Pvt Ltd,2-4 Yrs,Gurugram,"Python Programming,communication,data analytics,Big Data Analysis,SQL,Python,Git,Microsoft SQL Server",4.0,18304.0,,PREFERRED,1 ,2,4,,,
Data Analyst - Project Performance,Schneider Electric India Pvt. Ltd.,4-7 Yrs,Gurugram,"Data analysis,data science,Data modeling,Data Architect,Database,Data Analyst,data visualization,Oracle",4.2,1403.0,,PREMIUM,13 ,4,7,,,
Software Engineer - Deep Learning & HSDAP Operations,ORANGE BUSINESS SERVICES INDIA SOLUTIONS Pvt. Ltd.,4-5 Yrs,Mumbai,"Ubuntu,Unix,Linux,Networking,Software Engineering,Big Data,Bash,Devops",4.2,525.0,,PREMIUM,30+ ,4,5,,,
Data Analyst - Salesforce,CBRE South Asia Pvt Ltd,1-5 Yrs,Gurugram,Data Analysis,4.2,1466.0,"3,00,000 - 4,00,000",HOT JOB,14 ,1,5,300000.0,400000.0,350000.0
Data Analyst,Reliance Jio Infocomm Ltd.,3-7 Yrs,"Mumbai, Thane","Data Analysis,Data Collection,Predictive Analytics,Statistical Tools,Data Analytics,Data Governance",4.0,10004.0,,PREFERRED,14 ,3,7,,,
Data Scientist / Analyst,Adoro,2-5 Yrs,Mumbai,"Computer science,Computer vision,deep learning,Analyst,Opencv,Statistical software,MATLAB,SQL",,,,,30+ ,2,5,,,
Marketing Manager & Analyst,EAGLE COATS PVT LTD,0-0 Yrs,Vijayawada,"Tally,Tally ERP,Marketing Management,Data Analysis,MS Office,Business Analysis",,,"6,00,000",HOT JOB,5 ,0,0,600000.0,600000.0,600000.0
Urgent Require DATA Entry Operator(WORK FROM Home/PART-TIME/FULL TIME),One2One Job Solutions,0-5 Yrs,"Delhi, Gurugram, Delhi","self employed,data,computer operator,Data Management,Computer Operating,MS Office,part time,fresher",,,"2,00,000 - 3,25,000",,3 ,0,5,200000.0,325000.0,262500.0
Urgent Require DATA Entry Operator(WORK FROM Home/PART-TIME/FULL TIME),One2One Job Solutions,0-5 Yrs,"Visakhapatnam, Hyderabad, Telkapalle","self employed,computer operator,Data Management,Computer Operating,Data,Data Entry,MS Office,part time",,,"2,00,000 - 4,50,000",,3 ,0,5,200000.0,450000.0,325000.0
Ionic Developer,Picon Infotech Pvt. Ltd.,0-3 Yrs,Indore,"Angular JS,Cordova,Ionic Framework,Angularjs,Android Application Development,Mobile Applications,Phonegap,Javascript",4.6,8.0,"1,75,000 - 3,00,000",,5 ,0,3,175000.0,300000.0,237500.0
Urgent hiring Web Developers/ Frontend Developer/ Wordpress Developer,Walstar Technologies Pvt Ltd,0-3 Yrs,"Kolhapur, Pune","CSS,LINQ,Web Technologies,HTML,JQuery,Laravel,Angular,Codeigniter",3.2,6.0,"1,25,000 - 3,00,000",HOT JOB,15 ,0,3,125000.0,300000.0,212500.0
Principal Statistician,Windows Consultants Pvt. Ltd.,6-8 Yrs,Delhi,"analytics,deep learning,statistician,statistical,data science,predictive modeling,Statistical Modeling,data sets",,,,,30+ ,6,8,,,
Associate Vice President - Analytics - Consulting - IIT/IIM/ISB/XLRI,Huquo Consulting Pvt. Ltd,7-12 Yrs,Gurugram,"Artificial Intelligence,Data Management,Data Analytics,Statistics,Machine Learning,Analytics,SQL,Python",,,,PREMIUM,30+ ,7,12,,,
Director - Quant Analytics,Huquo Consulting Pvt. Ltd,6-10 Yrs,Gurugram,"IT Skills,Machine Learning,Artificial Intelligence,Quantitative Trading,HFT,Algorithmic Trading,Analytics,Quant",,,,PREMIUM,30+ ,6,10,,,
Urgent opening For Technical Product Manager-Pune(Kharadi),Peoplefy Infosolutions Pvt. Ltd.,7-12 Yrs,Pune,"IT Skills,Java,Python,Product Management,Big Data,Data Science,Program Management,Project Management",,,,PREFERRED,15 ,7,12,,,
Advanced Analytics Practice Lead - Navi Mumbai,Hector and Streak Consulting Pvt Ltd,12-18 Yrs,Mumbai ,"Spark,Hadoop,GCP,Big Data,R,Spark MLlib,Social Media Analysis,AWS",,,"25,00,000 - 35,00,000",PREMIUM,30+ ,12,18,2500000.0,3500000.0,3000000.0
Vice President - Analytics - NBFC,hCapital Executive Search,10-16 Yrs,Mumbai,"Data Science,Logistic regression,R,SAS,Artificial Intelligence,Statistical Modeling,Data Analytics,Machine Learning",,,,HOT JOB,29 ,10,16,,,
Delivery Manager - Artificial Intelligence/RPA/ ML/ Analytics/ BI,Antrors HR Solutions,7-12 Yrs,"Mumbai, Delhi","Business Intelligence,Process Automation,PMP,Artificial Intelligence,Data Architect,Machine Learning,Robotics,Analytics",,,,PREMIUM,20 ,7,12,,,
SAP SuccessFactors Learning Application Developer,Accenture Solutions Pvt Ltd,4-7 Yrs,Hyderabad,"IT Skills,SAP,Business process,Administration,LMS,XML,Consulting,professional services",4.0,18304.0,,PREFERRED,1 ,4,7,,,
"Opportunity For Sr. Angular Developer - Remote (Work from Home, India)",Enhance IT,5-10 Yrs,"Chennai, Bengaluru, Delhi","IT Skills,Testing,Cloud,Node.js,HTML,AWS,Azure,Angularjs",,,,PREMIUM,30+ ,5,10,,,
Deep Learning Engineer- Computer Vision,HRDevi Talent Acquisition,3-5 Yrs,Gurgaon,"Technical product configuration,c++,C,design,MySQL,JavaScript,integration PHP,HTML",4.7,2.0,,,30+ ,3,5,,,
Senior .Net Developer /Fullstack Dev (4+yr) Hyderabad,Chaitanya Placement Agency,5-10 Yrs,"Hyderabad, Pune, Bengaluru","IT Skills,ASP.Net,c#,API,ASP.Net MVC",,,,HOT JOB,18 ,5,10,,,
Senior Java Developer,Bion,8-10 Yrs,Bengaluru,"JEE,UI,troubleshooting,Java,Object Oriented Programming,debugging,IT Skills,java / j2ee programmer",,,,PREMIUM,30+ ,8,10,,,
Opening For Tableau & Sr. Tableau Developer,INTEGRATED PERSONNEL SERVICES LIMITED,5-10 Yrs,"Kolkata, Indore, Hyderabad, Pune, Gurugram, Chennai, Bengaluru, Delhi, Mumbai ","SQL,verbal,Tableau,PL SQL,Unit Integration testing,written communication,analytical,SSIS",,,"3,00,000 - 8,00,000",,30+ ,5,10,300000.0,800000.0,550000.0
"Urgent requirement For Tableau Senior Developer@ Bangalore, Pune",FUTURES AND CAREERS,5-8 Yrs,"Pune, Bengaluru","IT Skills,Tableau,Power BI,data analysis,RDMS",,,,,30+ ,5,8,,,
Big Data Analysis Tool and Techniques Application Developer,Accenture Solutions Pvt Ltd,8-10 Yrs,Mumbai,"Business process,Mining,Data analysis,Interpersonal skills,Diagnostics,Coding,Consulting,Organizational management",4.0,18304.0,,PREFERRED,1 ,8,10,,,
Data Analyst- O2C (FMCG/CPG industry Preferred)- Night Shift,GENPACT India Private Limited,1-2 Yrs,Noida,"O2C,ERP,Data Analysis,Cpg,FMCG",4.0,10625.0,"2,25,000 - 3,75,000",PREFERRED,12 ,1,2,225000.0,375000.0,300000.0
Big Data Analysis Tool and Techniques Digital Data Engineering,Accenture Solutions Pvt Ltd,8-10 Yrs,Gurugram,"Data analysis,Interpersonal skills,MS SQL,GIT,big data analytics,Consulting,Agile,professional services",4.0,18304.0,,PREFERRED,1 ,8,10,,,
Big Data Analysis Tool and Techniques Digital Data Engineering,Accenture Solutions Pvt Ltd,2-4 Yrs,Gurugram,"Python Programming,communication,data analytics,Big Data Analysis,SQL,Python,Git,Microsoft SQL Server",4.0,18304.0,,PREFERRED,1 ,2,4,,,
Data Analyst - Project Performance,Schneider Electric India Pvt. Ltd.,4-7 Yrs,Gurugram,"Data analysis,data science,Data modeling,Data Architect,Database,Data Analyst,data visualization,Oracle",4.2,1403.0,,PREMIUM,13 ,4,7,,,
Software Engineer - Deep Learning & HSDAP Operations,ORANGE BUSINESS SERVICES INDIA SOLUTIONS Pvt. Ltd.,4-5 Yrs,Mumbai,"Ubuntu,Unix,Linux,Networking,Software Engineering,Big Data,Bash,Devops",4.2,525.0,,PREMIUM,30+ ,4,5,,,
Data Analyst - Salesforce,CBRE South Asia Pvt Ltd,1-5 Yrs,Gurugram,Data Analysis,4.2,1466.0,"3,00,000 - 4,00,000",HOT JOB,14 ,1,5,300000.0,400000.0,350000.0
